"","Well","cellID","pos_x","pos_y","cell_Area","k10_whole","k15_whole","CX2_full"
"490","A01",504,502,1468,339,"Unresolvable","Unresolvable","M1"
"491","A01",505,1809,200,453,"B","B","B"
"492","A01",506,2017,602,555,"B","B","Epithelial"
"493","A01",508,1839,20,559,"B","B","B"
"494","A01",509,441,417,372,"B","B","B"
"495","A01",510,1174,1202,820,"B","B","Endothelial"
"496","A01",511,1638,1822,341,"Neutrophil","Neutrophil","Neutrophil"
"497","A01",512,75,809,235,"B","B","Epithelial"
"498","A01",513,1854,227,317,"B","B","B"
"499","A01",514,117,74,555,"B","Endothelial","Endothelial"
"500","A01",515,1830,838,615,"B","B","B"
"501","A01",516,1768,1794,1663,"Epithelial","Epithelial","Neutrophil"
"502","A01",517,1430,1263,706,"B","B","Epithelial"
"503","A01",518,128,1909,195,"B","CD4","CD4"
"504","A01",519,594,938,200,"Neutrophil","Neutrophil","Neutrophil"
"505","A01",520,1293,1741,374,"Neutrophil","Neutrophil","Neutrophil"
"506","A01",521,93,1570,482,"B","B","DC"
"507","A01",522,972,1175,204,"Neutrophil","Neutrophil","Neutrophil"
"508","A01",523,1288,1343,354,"Endothelial","Endothelial","Endothelial"
"509","A01",524,1334,656,312,"B","B","B"
"510","A01",525,251,1968,406,"B","B","B"
"511","A01",526,72,1488,231,"B","B","B"
"512","A01",527,779,985,200,"Neutrophil","Neutrophil","Neutrophil"
"513","A01",528,1813,720,179,"T","CD4","Treg"
"514","A01",529,1518,1137,343,"B","B","B"
"515","A01",530,393,1213,549,"Neutrophil","Neutrophil","Neutrophil"
"516","A01",531,1115,62,903,"B","B","Epithelial"
"517","A01",532,576,298,251,"B","B","B"
"518","A01",533,1947,628,226,"T","CD8","CD8"
"519","A01",534,1901,290,209,"B","Lymphatic","Lymphatic"
"520","A01",535,102,1481,305,"B","B","B"
"521","A01",536,1505,323,243,"B","B","B"
"522","A01",537,138,1897,242,"B","B","B"
"523","A01",538,330,1539,261,"B","B","B"
"524","A01",539,1981,1611,261,"B","Lymphatic","Lymphatic"
"525","A01",540,1486,627,326,"B","B","Epithelial"
"526","A01",541,1677,1927,168,"Neutrophil","Neutrophil","Neutrophil"
"527","A01",542,1046,803,351,"Neutrophil","Neutrophil","Neutrophil"
"528","A01",543,461,479,463,"Endothelial","Endothelial","Endothelial"
"529","A01",544,1925,524,675,"B","Lymphatic","Lymphatic"
"530","A01",545,1520,358,250,"B","B","Epithelial"
"531","A01",546,1465,1752,474,"B","B","Epithelial"
"532","A01",547,804,1219,267,"Epithelial","Epithelial","Epithelial"
"533","A01",548,720,525,508,"B","B","Endothelial"
"534","A01",549,1549,41,296,"B","B","Epithelial"
"535","A01",551,1247,432,284,"Epithelial","Epithelial","Epithelial"
"536","A01",552,262,598,211,"B","B","B"
"537","A01",553,561,931,168,"Neutrophil","Neutrophil","Neutrophil"
"538","A01",554,753,1026,315,"Neutrophil","Neutrophil","Neutrophil"
"539","A01",555,1311,832,205,"B","B","B"
"540","A01",556,1790,73,351,"B","B","B"
"541","A01",557,677,1080,411,"Neutrophil","Neutrophil","Neutrophil"
"542","A01",558,1138,1547,609,"Epithelial","Epithelial","Epithelial"
"543","A01",559,293,951,404,"B","B","Endothelial"
"544","A01",560,368,1703,437,"Neutrophil","Neutrophil","Neutrophil"
"545","A01",561,1897,1061,741,"B","B","B"
"546","A01",562,905,1542,194,"B","B","B"
"547","A01",563,977,2012,447,"B","Lymphatic","Lymphatic"
"548","A01",564,667,959,528,"Neutrophil","Neutrophil","Neutrophil"
"549","A01",565,1102,809,398,"Epithelial","Epithelial","Epithelial"
"550","A01",566,1926,679,344,"B","B","B"
"551","A01",567,1934,90,333,"B","Lymphatic","Lymphatic"
"552","A01",568,677,2018,299,"B","B","B"
"553","A01",569,1809,860,366,"B","B","B"
"554","A01",570,1949,200,542,"B","B","B"
"555","A01",571,1711,407,541,"B","B","B"
"556","A01",572,1011,408,558,"B","B","B"
"557","A01",573,652,1564,493,"B","B","B"
"558","A01",574,936,1335,486,"Neutrophil","Neutrophil","Neutrophil"
"559","A01",575,606,937,326,"Neutrophil","Neutrophil","Neutrophil"
"560","A01",576,736,382,449,"Epithelial","Epithelial","Epithelial"
"561","A01",577,1105,1059,459,"B","B","B"
"562","A01",578,89,596,190,"B","B","Epithelial"
"563","A01",579,287,1083,200,"Neutrophil","Neutrophil","Neutrophil"
"564","A01",580,1672,1895,210,"Neutrophil","Neutrophil","Neutrophil"
"565","A01",581,1273,1835,392,"Epithelial","Epithelial","Neutrophil"
"566","A01",582,180,102,245,"B","Lymphatic","Lymphatic"
"567","A01",583,44,2014,140,"B","B","B"
"568","A01",584,1093,1235,830,"B","B","B"
"569","A01",585,1472,1627,463,"B","B","B"
"570","A01",586,1533,909,235,"B","B","B"
"571","A01",587,409,1291,381,"B","Lymphatic","Lymphatic"
"572","A01",588,138,1657,495,"B","B","B"
"573","A01",589,1558,1283,536,"B","B","B"
"574","A01",590,66,241,216,"B","B","Epithelial"
"575","A01",591,885,535,643,"B","B","B"
"576","A01",592,1607,412,196,"B","B","B"
"577","A01",593,1233,107,294,"B","B","Endothelial"
"578","A01",594,834,400,446,"B","B","B"
"579","A01",595,1755,539,364,"B","B","CD4"
"580","A01",596,1454,578,150,"B","B","Epithelial"
"581","A01",597,1760,508,441,"B","B","B"
"582","A01",598,234,917,465,"B","B","Epithelial"
"583","A01",599,348,277,543,"T","CD4","Treg"
"584","A01",600,1267,1205,897,"B","Lymphatic","Lymphatic"
"585","A01",601,665,1068,357,"Neutrophil","Neutrophil","Neutrophil"
"586","A01",602,1201,938,629,"B","B","Epithelial"
"587","A01",603,351,1861,257,"B","B","B"
"588","A01",604,459,1000,403,"Neutrophil","Neutrophil","Neutrophil"
"589","A01",605,772,1008,236,"Neutrophil","Neutrophil","Neutrophil"
"590","A01",606,247,613,409,"B","B","B"
"591","A01",607,238,421,461,"Endothelial","Endothelial","Endothelial"
"592","A01",608,778,1032,537,"Neutrophil","Neutrophil","Neutrophil"
"593","A01",609,543,266,571,"B","B","B"
"594","A01",610,1641,722,225,"B","B","Epithelial"
"595","A01",611,1176,1821,493,"Neutrophil","Neutrophil","Neutrophil"
"596","A01",612,1931,1329,730,"B","B","B"
"597","A01",613,1068,1966,262,"B","B","CD4"
"598","A01",614,847,476,218,"B","B","B"
"599","A01",615,284,1096,356,"B","B","Neutrophil"
"600","A01",616,1243,452,651,"B","B","Epithelial"
"601","A01",617,284,1025,268,"B","B","B"
"602","A01",618,851,1088,133,"Neutrophil","Neutrophil","Neutrophil"
"603","A01",619,334,470,489,"B","B","B"
"604","A01",620,578,602,397,"Epithelial","Epithelial","Epithelial"
"605","A01",621,81,1704,716,"B","B","CD4"
"606","A01",622,713,993,701,"Epithelial","Epithelial","Neutrophil"
"607","A01",623,328,876,341,"Neutrophil","Neutrophil","Neutrophil"
"608","A01",624,1663,959,336,"B","B","M1"
"609","A01",625,281,40,514,"T","CD4","CD4"
"610","A01",626,204,578,711,"B","B","Endothelial"
"611","A01",627,172,1571,191,"B","B","B"
"612","A01",628,809,367,239,"B","B","B"
"613","A01",629,2024,526,293,"B","B","B"
"614","A01",630,1543,531,659,"Unresolvable","Unresolvable","M1"
"615","A01",631,546,975,420,"Neutrophil","Neutrophil","Neutrophil"
"616","A01",632,131,1046,341,"B","B","B"
"617","A01",633,758,1087,324,"Neutrophil","Neutrophil","Neutrophil"
"618","A01",634,2033,440,319,"B","B","B"
"619","A01",635,920,1306,298,"Neutrophil","Neutrophil","Neutrophil"
"620","A01",636,1040,1490,1018,"Epithelial","Epithelial","Epithelial"
"621","A01",637,262,1543,477,"B","B","CD4"
"622","A01",638,1326,762,392,"B","B","Epithelial"
"623","A01",639,1449,132,382,"B","B","B"
"624","A01",640,1639,1074,487,"B","B","B"
"625","A01",641,233,631,559,"B","B","Endothelial"
"626","A01",642,374,233,592,"B","Lymphatic","Lymphatic"
"627","A01",643,1554,349,343,"B","B","B"
"628","A01",644,1870,968,401,"B","B","Epithelial"
"629","A01",645,741,1859,510,"Endothelial","Endothelial","B"
"630","A01",646,644,1334,77,"B","B","B"
"631","A01",647,194,268,643,"B","B","Epithelial"
"632","A01",648,980,1552,417,"B","B","B"
"633","A01",649,178,555,857,"B","B","Endothelial"
"634","A01",650,684,1751,500,"Unresolvable","Unresolvable","M1"
"635","A01",651,206,1533,278,"B","B","B"
"636","A01",652,1737,2009,696,"B","B","B"
"637","A01",653,1483,998,341,"B","B","M1"
"638","A01",654,1656,219,136,"B","B","B"
"639","A01",655,1465,468,364,"B","B","Endothelial"
"640","A01",656,1894,1399,463,"B","B","Epithelial"
"641","A01",657,1951,1066,372,"B","B","Epithelial"
"642","A01",658,1322,1229,204,"B","B","B"
"643","A01",659,781,948,645,"Neutrophil","Neutrophil","Neutrophil"
"644","A01",660,880,670,295,"B","B","B"
"645","A01",661,688,1713,637,"B","B","M1"
"646","A01",662,500,254,717,"B","B","B"
"647","A01",663,498,84,219,"B","B","Epithelial"
"648","A01",664,665,1001,560,"Epithelial","Epithelial","Neutrophil"
"649","A01",665,1794,1772,250,"Neutrophil","Neutrophil","Neutrophil"
"650","A01",666,1273,1734,273,"Neutrophil","Neutrophil","Neutrophil"
"651","A01",667,847,975,238,"Neutrophil","Neutrophil","Neutrophil"
"652","A01",668,165,273,504,"B","B","Epithelial"
"653","A01",669,242,121,367,"B","CD4","CD4"
"654","A01",670,265,1403,754,"B","B","B"
"655","A01",671,1027,1354,317,"Neutrophil","Neutrophil","Neutrophil"
"656","A01",672,1216,44,411,"B","B","B"
"657","A01",673,1450,1788,302,"B","B","Epithelial"
"658","A01",674,1062,191,372,"B","B","Epithelial"
"659","A01",675,145,731,387,"B","Lymphatic","Lymphatic"
"660","A01",676,182,2029,365,"B","B","DC"
"661","A01",677,752,1349,329,"B","B","B"
"662","A01",678,814,150,565,"B","B","Epithelial"
"663","A01",679,1176,348,343,"Epithelial","Epithelial","Epithelial"
"664","A01",680,1768,1679,277,"Neutrophil","Neutrophil","Neutrophil"
"665","A01",681,408,1488,774,"B","B","B"
"666","A01",682,911,951,315,"Neutrophil","Neutrophil","Neutrophil"
"667","A01",683,1313,664,274,"B","B","Epithelial"
"668","A01",684,1542,1183,127,"Neutrophil","Neutrophil","Neutrophil"
"669","A01",685,32,1219,271,"B","B","CD4"
"670","A01",686,1001,464,536,"B","B","Epithelial"
"671","A01",687,1991,1247,101,"Neutrophil","Neutrophil","Neutrophil"
"672","A01",688,265,1239,297,"Endothelial","Endothelial","B"
"673","A01",689,1374,799,272,"B","B","B"
"674","A01",690,981,1579,313,"B","B","B"
"675","A01",691,1040,1615,417,"B","B","Neutrophil"
"676","A01",692,1701,1230,258,"B","B","B"
"677","A01",693,342,501,653,"B","B","B"
"678","A01",694,1231,421,462,"B","B","Epithelial"
"679","A01",695,1954,370,478,"B","B","B"
"680","A01",696,605,1341,369,"Neutrophil","Neutrophil","Neutrophil"
"681","A01",697,374,1841,309,"B","B","DC"
"682","A01",698,835,1245,227,"B","B","Epithelial"
"683","A01",699,256,1490,373,"B","B","B"
"684","A01",700,562,197,551,"B","B","B"
"685","A01",701,269,1777,197,"B","B","B"
"686","A01",702,177,1494,260,"B","B","B"
"687","A01",703,1935,396,368,"B","B","B"
"688","A01",704,122,1704,411,"B","B","B"
"689","A01",705,535,1296,452,"B","Lymphatic","Lymphatic"
"690","A01",706,178,1331,327,"B","B","B"
"691","A01",707,431,1541,505,"B","B","B"
"692","A01",708,466,1750,467,"B","B","B"
"693","A01",709,787,1176,218,"Neutrophil","Neutrophil","Neutrophil"
"694","A01",710,550,1996,394,"B","B","B"
"695","A01",711,694,1293,460,"B","B","B"
"696","A01",712,1277,1106,607,"B","Lymphatic","Lymphatic"
"697","A01",713,1103,297,552,"B","B","Epithelial"
"698","A01",714,1146,1255,391,"B","B","B"
"699","A01",715,598,2015,880,"B","B","B"
"700","A01",716,1020,892,142,"Neutrophil","Neutrophil","Neutrophil"
"701","A01",717,703,1013,332,"Epithelial","Epithelial","Neutrophil"
"702","A01",718,1530,1973,560,"Neutrophil","Neutrophil","Neutrophil"
"703","A01",719,1331,1074,434,"Endothelial","Endothelial","Endothelial"
"704","A01",720,1176,1180,402,"B","B","B"
"705","A01",721,221,582,237,"B","B","B"
"706","A01",722,915,1198,397,"Neutrophil","Neutrophil","Neutrophil"
"707","A01",723,138,1571,616,"B","B","B"
"708","A01",724,270,1468,495,"B","B","B"
"709","A01",725,711,1512,362,"B","B","B"
"710","A01",726,667,393,233,"B","B","B"
"711","A01",727,1737,362,433,"B","B","Epithelial"
"712","A01",728,88,934,379,"B","Lymphatic","Lymphatic"
"713","A01",729,465,901,621,"Neutrophil","Neutrophil","Neutrophil"
"714","A01",730,439,1240,492,"Neutrophil","Neutrophil","Neutrophil"
"715","A01",731,283,1166,323,"B","B","B"
"716","A01",732,1102,1455,329,"Neutrophil","Neutrophil","Neutrophil"
"717","A01",733,510,1034,419,"Neutrophil","Neutrophil","Neutrophil"
"718","A01",734,553,1368,480,"Neutrophil","Neutrophil","Neutrophil"
"719","A01",736,36,1362,541,"B","B","B"
"720","A01",737,949,1196,461,"Neutrophil","Neutrophil","Neutrophil"
"721","A01",738,651,642,1230,"B","B","Endothelial"
"722","A01",739,59,1325,452,"B","B","B"
"723","A01",740,437,913,233,"Neutrophil","Neutrophil","Neutrophil"
"724","A01",741,1400,2036,149,"Neutrophil","Neutrophil","Neutrophil"
"725","A01",742,354,1723,232,"B","B","B"
"726","A01",743,75,1507,468,"B","B","B"
"727","A01",744,852,831,476,"Neutrophil","Neutrophil","Neutrophil"
"728","A01",745,2015,1861,475,"B","B","B"
"729","A01",746,361,350,885,"B","B","M1"
"730","A01",747,328,317,420,"B","B","B"
"731","A01",748,934,1010,1516,"Epithelial","Epithelial","Neutrophil"
"732","A01",749,500,1345,329,"Endothelial","Endothelial","Endothelial"
"733","A01",750,1643,1194,307,"B","B","B"
"734","A01",751,312,120,386,"B","B","B"
"735","A01",752,458,1170,541,"B","B","B"
"736","A01",753,1415,603,208,"B","B","Epithelial"
"737","A01",754,1251,540,314,"Epithelial","Epithelial","Epithelial"
"738","A01",755,1243,288,290,"B","B","Endothelial"
"739","A01",756,1994,503,597,"B","Lymphatic","Lymphatic"
"740","A01",757,937,1915,511,"B","Lymphatic","Lymphatic"
"741","A01",758,600,1480,451,"B","B","B"
"742","A01",759,1557,1302,351,"B","B","B"
"743","A01",760,1813,1900,504,"B","B","B"
"744","A01",761,1536,888,391,"B","B","B"
"745","A01",762,998,28,239,"B","B","B"
"746","A01",763,1259,1976,268,"Epithelial","Epithelial","Epithelial"
"747","A01",764,206,1550,309,"B","B","B"
"748","A01",765,1300,1422,230,"Endothelial","Endothelial","Endothelial"
"749","A01",766,281,2029,411,"B","B","B"
"750","A01",767,218,1105,361,"B","B","CD4"
"751","A01",768,1920,465,230,"B","B","B"
"752","A01",769,1844,450,528,"B","B","B"
"753","A01",770,358,1681,743,"Neutrophil","Neutrophil","Neutrophil"
"754","A01",771,1952,393,684,"B","B","B"
"755","A01",772,1143,468,443,"Epithelial","Epithelial","Epithelial"
"756","A01",773,1789,1624,576,"Neutrophil","Neutrophil","Neutrophil"
"757","A01",774,1001,590,76,"B","B","Epithelial"
"758","A01",775,1949,1912,568,"B","B","B"
"759","A01",776,866,793,525,"Epithelial","Epithelial","Epithelial"
"760","A01",777,306,13,385,"B","Lymphatic","Lymphatic"
"761","A01",778,125,150,240,"B","B","B"
"762","A01",779,1921,1068,425,"B","B","Epithelial"
"763","A01",780,1350,413,739,"B","B","Epithelial"
"764","A01",781,89,1439,859,"B","B","B"
"765","A01",782,1879,363,563,"B","B","B"
"766","A01",783,1227,505,436,"Epithelial","Epithelial","Epithelial"
"767","A01",784,760,31,295,"B","Lymphatic","Lymphatic"
"768","A01",785,790,1251,422,"Epithelial","Epithelial","Epithelial"
"769","A01",786,1155,1269,418,"B","B","Endothelial"
"770","A01",787,1365,1659,326,"Unresolvable","Unresolvable","M1"
"771","A01",788,1360,1057,387,"B","B","B"
"772","A01",789,1122,1378,492,"B","B","Endothelial"
"773","A01",790,697,1145,205,"Neutrophil","Neutrophil","Neutrophil"
"774","A01",791,54,590,197,"T","CD4","Treg"
"775","A01",792,932,895,649,"Neutrophil","Neutrophil","Neutrophil"
"776","A01",793,1940,858,587,"B","B","B"
"777","A01",794,322,1401,284,"B","B","B"
"778","A01",795,73,378,598,"B","Lymphatic","Lymphatic"
"779","A01",796,1461,176,462,"B","B","Epithelial"
"780","A01",797,451,1656,853,"B","B","B"
"781","A01",798,34,961,334,"B","B","Epithelial"
"782","A01",799,1006,1103,503,"Neutrophil","Neutrophil","Neutrophil"
"783","A01",800,226,1028,425,"Neutrophil","Neutrophil","Neutrophil"
"784","A01",801,231,1413,574,"T","CD4","Treg"
"785","A01",802,1608,2010,266,"Neutrophil","Neutrophil","Neutrophil"
"786","A01",803,1641,1319,224,"B","B","CD4"
"787","A01",804,705,1889,468,"B","B","CD4"
"788","A01",805,1556,1692,616,"B","B","B"
"789","A01",806,470,360,316,"B","Lymphatic","Lymphatic"
"790","A01",807,1592,938,181,"B","B","CD4"
"791","A01",808,1835,736,253,"B","B","B"
"792","A01",809,1827,153,710,"B","B","Epithelial"
"793","A01",810,448,1386,394,"B","Lymphatic","Lymphatic"
"794","A01",811,1369,78,293,"Unresolvable","Unresolvable","M1"
"795","A01",812,1952,421,385,"B","B","B"
"796","A01",813,447,1767,545,"B","B","B"
"797","A01",814,2019,1593,828,"B","B","B"
"798","A01",815,617,212,477,"B","B","Endothelial"
"799","A01",816,593,888,501,"Neutrophil","Neutrophil","Neutrophil"
"800","A01",817,1564,1815,919,"Epithelial","Epithelial","Neutrophil"
"801","A01",818,1553,1058,167,"B","B","B"
"802","A01",819,303,1729,419,"B","B","B"
"803","A01",820,992,61,508,"B","B","B"
"804","A01",821,1504,670,378,"B","B","Epithelial"
"805","A01",822,66,944,224,"Neutrophil","Neutrophil","Neutrophil"
"806","A01",823,1395,948,437,"B","B","B"
"807","A01",824,1288,1392,1004,"Endothelial","Endothelial","Endothelial"
"808","A01",825,1078,1604,1150,"Epithelial","Epithelial","Epithelial"
"809","A01",826,241,1659,365,"B","B","B"
"810","A01",827,1546,1893,352,"Epithelial","Epithelial","Neutrophil"
"811","A01",828,1413,563,500,"B","B","Epithelial"
"812","A01",829,387,1379,246,"B","Lymphatic","Lymphatic"
"813","A01",830,1879,333,462,"B","B","Epithelial"
"814","A01",831,2001,28,673,"B","B","B"
"815","A01",832,1244,954,276,"B","B","B"
"816","A01",833,776,676,657,"B","B","Endothelial"
"817","A01",834,77,1369,312,"B","B","B"
"818","A01",835,291,132,343,"B","B","B"
"819","A01",836,26,1096,222,"Neutrophil","Neutrophil","Neutrophil"
"820","A01",837,1160,1621,1229,"Epithelial","Epithelial","Neutrophil"
"821","A01",838,804,1158,304,"Neutrophil","Neutrophil","Neutrophil"
"822","A01",839,1021,1225,127,"B","B","Neutrophil"
"823","A01",840,594,1432,304,"B","B","B"
"824","A01",841,947,1891,450,"B","Lymphatic","Lymphatic"
"825","A01",842,619,1301,543,"B","Lymphatic","Lymphatic"
"826","A01",843,335,1726,277,"B","B","B"
"827","A01",844,206,1420,297,"B","B","B"
"828","A01",845,842,889,304,"Neutrophil","Neutrophil","Neutrophil"
"829","A01",846,692,867,535,"Epithelial","Epithelial","Neutrophil"
"830","A01",847,1488,1072,493,"B","B","B"
"831","A01",848,1166,897,409,"B","B","Endothelial"
"832","A01",849,1233,1075,551,"B","B","Endothelial"
"833","A01",850,762,1604,886,"B","B","M1"
"834","A01",851,622,1918,433,"B","B","B"
"835","A01",852,1533,1753,343,"B","B","B"
"836","A01",853,40,1036,412,"B","B","Epithelial"
"837","A01",854,676,698,365,"B","B","Endothelial"
"838","A01",855,28,1335,395,"B","B","B"
"839","A01",856,962,1833,602,"Unresolvable","Unresolvable","M1"
"840","A01",857,1904,1297,402,"B","B","B"
"841","A01",858,1515,1997,355,"Neutrophil","Neutrophil","Neutrophil"
"842","A01",859,1344,52,221,"B","B","B"
"843","A01",860,433,1980,316,"B","B","B"
"844","A01",861,345,638,122,"B","B","Endothelial"
"845","A01",862,1701,849,220,"B","B","B"
"846","A01",863,1313,901,360,"B","B","B"
"847","A01",864,643,1803,383,"B","B","B"
"848","A01",865,1591,86,384,"B","B","Epithelial"
"849","A01",866,828,1694,342,"B","Lymphatic","Lymphatic"
"850","A01",867,756,1542,576,"Neutrophil","Neutrophil","Neutrophil"
"851","A01",868,549,699,363,"B","B","Endothelial"
"852","A01",869,1072,68,518,"B","B","Epithelial"
"853","A01",870,597,1890,379,"B","B","B"
"854","A01",871,280,1442,256,"B","B","B"
"855","A01",872,121,1119,353,"Neutrophil","Neutrophil","Neutrophil"
"856","A01",873,1180,1996,423,"Epithelial","Epithelial","Epithelial"
"857","A01",874,1898,48,469,"B","B","B"
"858","A01",875,99,1462,619,"B","B","B"
"859","A01",876,1424,619,490,"B","B","Epithelial"
"860","A01",877,1828,1926,529,"B","B","B"
"861","A01",878,1498,376,218,"B","B","Epithelial"
"862","A01",879,1595,1014,336,"B","CD4","CD4"
"863","A01",880,402,1875,366,"B","B","B"
"864","A01",881,1875,169,672,"B","B","B"
"865","A01",882,1260,890,399,"B","B","B"
"866","A01",883,334,1902,379,"B","B","B"
"867","A01",884,798,83,370,"B","B","Endothelial"
"868","A01",885,170,306,257,"B","B","Epithelial"
"869","A01",886,179,619,248,"Neutrophil","Neutrophil","Neutrophil"
"870","A01",887,1895,1634,343,"B","B","B"
"871","A01",888,572,1194,585,"B","B","Endothelial"
"872","A01",889,1244,1154,239,"B","B","Endothelial"
"873","A01",890,137,2016,377,"B","B","B"
"874","A01",891,723,515,559,"B","B","Endothelial"
"875","A01",892,1407,364,411,"B","B","Epithelial"
"876","A01",893,1398,575,379,"B","B","Epithelial"
"877","A01",894,385,107,323,"B","Lymphatic","Lymphatic"
"878","A01",895,1347,1533,628,"Epithelial","Epithelial","Epithelial"
"879","A01",896,591,1016,510,"Neutrophil","Neutrophil","Neutrophil"
